Unnamed: 0,Unnamed: 0.1,名称,别名,Taste,Type,Function,Effect,摘自,Unnamed: 9
10897,3790,柳叶梣,户县白蜡树,寒、苦,肺、大肠、肝,清热燥湿、清肝明目,肠炎、痢疾、月经不调、白带、疟疾、慢性气管炎、急性结膜炎外牛皮癣,《药学学报》,missing
10898,3793,陆地棉,"大陆棉,美洲棉,墨西哥棉,高地棉",热、辛,胃、肾、肝,补肾强腰、暖胃止痛,畏寒肢冷、腰膝软弱、阳萎、尿频等可用以疗脾胃虚寒的脘腹冷痛、食少不运、呕吐泄泻等症,《华北经济植物志要》,missing
10899,3794,临时救,"黄花草,九莲灯,匍地龙",凉、苦、毒,心、脾,消积、散瘀,疳积、经闭、跌打损伤、痈疽、疔疮,《植物名实图考》,missing
10900,3799,老鸦糊,"万年青,鱼胆,牛舌癀,猴草,粗糠草,粥香,没翻叶,大麻雀米,鸡米树,菜子木,红泡果,爆竹子,路金子,百子爆,米筛花,米筛子,大叶鲤鱼泻子,毛风",寒、凉、温、苦、涩、辛、毒,肝,祛风除湿、解毒散瘀,风湿关节痛、跌打损伤、外伤出血、尿血,《福建民间草药》 ,missing
10901,3804,裂褶菌,白参,平、甘,肾,补肾益精,肾气不足、阳萎早泄、月经量少,《新华本草纲要》,missing
10902,3805,箩藦,"芄兰,雀瓢,苦丸,白环藤,熏桑,鸡肠,羊角菜,羊奶科,细丝藤,过路黄,合钵儿,婆婆针扎儿,婆婆针袋儿,羊婆奶,婆婆针线包,奶浆藤,奶浆草",平、温、甘、辛、淡、毒,肾、肝,补益精气、通乳、解毒,虚损劳伤、阳萎、带下、乳汁不通、丹毒疮肿,"《本草经集注》,《本草拾遗》,(《唐本草》),《纲目》 ",missing
10903,3809,两色槭,missing,温、辛,肝,祛风除湿,风湿痹痛,《植物分类学报》,missing
10904,3811,绿芫青,"青娘子,芫青,绿芫青,青虫,相思虫",平、咸、辛,肾、肝,祛瘀散结、攻毒,症瘕积聚；外用疗疥癣、恶疮、淋已结结核等,《中国药用动物志》,missing
10905,3814,绿刺参,"方刺参,方参",温、咸、甘,肺、肾,补肾壮阳、安神,阳萎、腰膝冷痛、虚痨咳嗽、偏于虚寒咳嗽者、肾阳不足、头晕耳聋、精神疲乏、失眠症、水肿、肺结核、神经衰弱,《中国药用动物志》,missing
10906,3834,硫磺菌,"硫色干酪菌,硫磺多孔菌,鲑鱼菌,硫鱼菌,黄芝,与下",温、甘,胃、脾,补益气血,气血不足,《新华本草纲要》,missing
10907,3835,六月雪叶,missing,凉、苦、毒,肝,解毒疗疮,蛇咬伤、肿毒,《常用中草药手册》,missing
10908,3839,拉萨翠雀花,missing,热、辛、毒,心、脾、肝,祛风除湿,痹痛、以寒湿偏胜、周身骨节疼痛较甚者为适宜,《中国植物志》,missing
10909,3843,姥鲨肝油,"姥鲨,姥鲛,老鼠鲨",平、甘,肾、肝,滋补强壮、明目,疗佝偻病、软骨症、营养不良、结核病、病后体虚、夜盲症、干燥性眼炎,《中国药用动物志》 ,missing
10910,3848,榔榆寄生,missing,寒、苦、甘,肾、肝,补肝益肾、祛风湿止疼,肝肾不足引起的腰腿酸疼、头晕目眩等症久痹,《广西植物志》,missing
10911,3856,镰叶瘤足蕨根茎,missing,平、苦、辛,肺、肝,祛风解表、透疹止痒,可风寒或风热感冒、发热恶寒、头身悉痛、有汗或无汗、苔白脉浮者麻疹初起、疹出不畅,《中国主要植物图说·蕨类植物门》,missing
10912,3857,鲮鲤,"石鲮,龙鲤,鳞鲤,石鲮鱼",温、涩、甘、毒,脾,活血通络、安蛔杀虫,风寒痹痛、经血不通跌打损伤,《名医别录》,missing
10913,3858,绿花阔蕊兰,"斑叶玉凤兰,珍珠草",寒、苦,心、肝,解毒消肿,毒蛇咬伤、痈疖、瘰疬等,《中国高等植物图鉴》,missing
10914,3865,龙眼子,桂圆核仁,涩,膀胱、脾、肝,止血、定痛、理气、化湿,创伤出血、疝气、瘰疬、疥癣、湿疮,《滇南本草图说》 ,missing
10915,3875,丽斑芫青,红斑芫青,平、咸、辛,肝,破血祛瘀、攻毒,症瘕积聚、瘀血内结之症外用恶疮、疥癣、牛皮癣、瘰疬结核,《中国药用动物志》,missing
10916,3876,岭南梨,乌梨,平、甘、酸,大肠,涩肠止泻,痢疾,"《新华本草纲要》,《中国植物志》",missing
10917,3880,辣椒头,missing,温、辛,脾,强筋壮骨、益气消肿、活血止血,手足无力、肾囊肿胀,《岭南采药录》,missing
10918,3886,蘽根,missing,平、甘,脾、肝,健脾益气、补肝益肾,脾气虚弱、关节酸痛、跌打损伤,《本草纲目》,missing
10919,3887,蓝侧金盏花,missing,温、甘,肺、心、肾,利尿消肿、补心阳,阳虚水湿停聚引起的水肿、小便不利、心阳虚、心气虚、心悸、气短、健忘、失眠症,《中国植物志》,missing
10920,3889,簝叶竹根,"金佛山赤竹,簝叶竹	",凉、甘、毒,脾、肝,健脾益气、益气补血,妇女崩漏、脾气虚出血,"《分类草药性》,《重庆草药》",missing
10921,3891,蓝剑麻,"无刺番麻,龙舌兰杂交种,11648,东方红1号",温、辛,肾,补肾强腰,肾虚腰酸腿疼、筋软无力、头晕耳鸣等,《中国植物志》,missing
10922,3892,鲮鱼,"雪龄,龄鱼,士酚鱼",平、甘、毒,胃、脾、肾、肝,利尿消肿、补中益气、活血祛瘀,小便不利、热淋、膀胱结热、脾胃虚弱,〈食物本草〉,missing
10923,3895,龙牙草根,地冻风,温、涩、辛、毒,肺、大肠、肝,收涩止血、活血调经,赤白痢疾、妇女经闭、肿毒、驱绦虫,《本草图经》,missing
10924,3896,老婆子针线,"粘人裙,毒蛆草,一马光,一抹光,一扫光,小青,药蛆,麻荆芥",凉、苦,心,解毒杀虫,治疥疮、黄水疮、疮毒感染发热,"《峨嵋药植》,《四川中药志》",missing
10925,3898,柃寄生,"方叶子,螃蟹脚,吊兰,胡龙须",温、辛,肺、肝,行气止疼,气痛、打伤,《湖南药物志》,missing
10926,3902,窿缘桉叶,"小叶桉,风吹",凉、苦、辛,脾,燥湿解毒、杀虫止痒,皮肤湿疹、疥疮、手足癣,《广西中药志》,missing
10927,3906,穭豆衣,"大豆皮,黑豆皮,黑小豆皮,穭豆皮,大豆衣,黑豆衣,黑小豆衣,黑料豆衣,黑料豆皮,黑大豆皮,黑大豆衣,乌豆皮,乌豆衣,冬豆皮,冬豆衣,冬豆子皮,菽皮,菽衣,大菽皮,大菽衣,黑菽皮,黑菽衣,乌菽皮,乌菽衣,野料豆皮,野料豆衣,马豆皮,马豆衣,马料豆皮,马料豆衣,细黑豆皮,细黑豆衣",平、甘,肝,养血平肝、滋阴清热,血虚肝旺所致的头晕头痛、潮热盗汗等,《本草拾遗》,missing
10928,3908,烙铁头,"龟壳花蛇,野猫种,蕲蛇盖,笋壳斑,老鼠蛇",温、咸、甘,脾、肝,祛风止痛,风湿痹痛、筋脉拘挛、腰腿痛,《中国药用动物志》,missing
10929,3911,老鼠竻,"老鼠怕,软骨牡丹",寒、淡,肝,消肿散瘀,痄腮、瘰疬、急、慢性肝炎,"《生草药性备要》,《广州植物志》,《常用中草药手册》 ",missing
10930,3913,柳叶斑鸠菊叶,missing,凉、辛,肺、胃,疏风清热,外感风热证或温热病初起之发热,《云南思茅中草药》,missing
10931,3919,栗豆藤,missing,温、苦、辛,胃、脾、肾,祛湿止痛、行气止痛,风寒湿痹、胃痛、腹痛,《海南植物志》,missing
10932,3923,鹿蹄根,"绿泥根,冻绿,红冻,狗李,油葫芦子,搭绿皮,大脑头,过路黄,小黄",寒、苦,missing,清热解毒、凉血止血、祛风杀虫,疥疮、湿疹、发痧肚痛、跌打损伤,《福建民间草药》,missing
10933,3924,丽江牛皮消,missing,寒、苦,心,杀虫止痒,疥疮、疥癣、皮肤癣、湿疹痒痛、阴肿阴痒、头癣、脚癣等症,《植物分学报》,missing
10934,3925,葎草果穗,missing,寒、甘,肺,滋阴润肺,阴虚内热、咳嗽,《本草推陈》,missing
10935,3927,绿头鸭羽毛,"绿头鸭,大麻鸭,大红腿鸭,大野鸭,水鸭毛",寒、苦,肺,凉血止血、清热解毒,肺热咳嗽、水火烫伤,《中国药用动物志》,missing
10936,3930,裸头过路黄,路旁双叶草,寒、苦,肺,止咳平喘、清热止痒,咳喘痰稠皮肤瘙痒症,《中国高等植物图鉴》,missing
10937,3931,浪穹紫菀,"浪穹橐吾,旱橐吾,山紫菀",凉、甘,肺,止咳祛痰,可疗燥邪伤肺之咳嗽、无痰、或痰少而粘、咯血、咽干诸症,《云南药用植物名录》,missing
10938,3932,驴阴茎,"驴鞭,驴三件,驴肾",温、咸、甘、毒,肾、肝,益肾强筋,阳萎、筋骨酸软、骨结核、骨髓炎、气血虚亏、妇女乳汁不足,《本草纲目》,missing
10939,3933,痢止蒿,止痢蒿,寒、苦,大肠、肝,清热解毒、止痢、驱虫,痢疾、乳腺炎、蛔虫症,《云南中草药》,missing
10940,3936,陆地棉根皮,"大陆棉,美洲棉,墨西哥棉",温、辛,肺、肝,止咳平喘、活血调经,外感寒邪之咳喘症寒凝胞中、经血凝滞不畅、留聚而痛所致诸症,《华北经济植物志要》,missing
10941,3939,柳叶润楠,missing,凉、苦、辛,心、肝,消肿解毒,痈肿疮毒、疔毒内攻、耳、目肿痛,《新华本草纲目》,missing
10942,3942,农吉莉,"佛指甲,狸豆,狗铃草,蓝花野百合,山油麻,野芝麻,芝麻响铃铃,野百合,响铃草,细叶芝麻铃,鼠蛋草",凉、苦、毒,肺、大肠、肝,清热解毒、除湿消积,痢疾、疮疖、小儿疳积近试疗癌症,missing,missing
10943,3947,狼把草根,missing,平、苦、甘,大肠、胃、脾,厚肠止泻、活血止痛,痢疾、盗汗、丹毒,"《本草图经》,《南京民间药草》",missing
10944,3950,老白花树皮,missing,平、苦、涩,胃,收涩健胃,治消化不良、急性胃肠炎,《云南思茅中草药选》,missing
10945,3951,蜡瓣花,"连核梅,连合子",温、辛,心、胃,和胃安神,恶寒发热、呕吐,《浙江天目山药植志》,missing
10946,3952,裂叶榕,"山枇杷,牛奶根,斑鸠食子",平、咸、涩,大肠、肾、肝,清热解毒、催乳,痢疾、尿路感染、乳汁不足、颈淋巴结核、痔疮,《新华本草纲要》,missing
10947,3954,凉粉藤,"百解藤,寄山龙,山豆根,青藤仔,蛤仔藤,金线风,金锁匙,廿四风藤,山苦参,铲箕藤",寒、苦,肺、心、大肠,利咽消肿、泻下通便,牙痛、咽喉疼痛,《广西药植名录》,missing
10948,3958,辣椒茎,海椒梗,热、辛、毒,胃、脾,祛风散寒、活血化瘀,风湿冷痛、冻疮,《重庆草药》,missing
10949,3965,流苏树,missing,平、苦,心,消暑止渴,中暑,《中国经济植物志》,missing
10950,3967,楝花,missing,寒、苦,心,清热燥湿,痱子,《本草纲目》,missing
10951,3968,岭南来江藤,missing,寒、苦,心,清热解毒,疗梅毒,《中国植物志》,missing
10952,3969,漏斗菜,"血见愁	",温、甘,肝,活血化瘀、调经,妇人闭经、月经不调、崩漏,《黑龙江中药》,missing
10953,3971,龙珠根,missing,寒、苦,大肠,清热解毒,痢疾,《福建民间草药》,missing
10954,3977,蜡皮蜥,missing,平、苦、咸、甘,脾,健脾消积,小儿疳积,《中国药用动物志》,missing
10955,3980,螺丝七,"剑叶虾脊兰,羊角七,兰草",平、苦,肾、肝,软坚散结、消肿止痛,用痰饮留聚之瘰疬瘿瘤用跌打闪挫、骨折筋伤；或风湿痹证、肢体疼痛、屈伸不利,《新华本草纲要》,missing
10956,3982,疗齿草,"齿叶草,哈拉塔日一其其格",凉、苦、毒,胃、肝,清热燥湿、凉血止痛,用湿热所致的多种病症、如湿温、肝胆湿热所致的黄疸、泻痢、热淋、以及肝胆瘀热等症用瘀血作痛、内热亢盛所致的吐血、咳血、衄血、便血、烦渴、苔黄脉数者,《中国植物志》,missing
10957,3984,浪叶花椒,missing,温、辛,胃、脾,温中散寒、燥湿杀虫,脾胃虚寒、脘腹冷痛、呕吐、泄泻、腹痛、呕吐,《植物分类学报》,missing
10958,3989,澜江百合,"察区大丝美多,洱源百合。",寒、苦、甘,肺、肝,收敛止血、生肌、接骨、清肺止咳,外伤出血、骨折、刀伤、疮疖红肿、肺痨、支气管炎,《西藏常用中草药》,missing
10959,3994,丽春花果实,missing,凉、酸,肺、大肠、脾,止泻、镇痛、镇咳,久泻、久咳,"《中国药植图鉴》,《药用植物学各论》,《广西药植名录》 ",missing
10960,3997,林当归,阿克尔克尔哈,温、苦、辛,肺、大肠、膀胱、脾、肝,发汗解表、祛风除湿,外感风寒之发热、周身疼痛等；痹证偏于寒者、尤以腰膝关节为宜；二便阻隔,《中国植物志》,missing
10961,4002,罗浮槭,"红翅槭,蝴蝶花,红蝴蝶",平、甘,肝,清热解毒,单、双喉蛾及因用嗓过度引起的声音嘶哑、肝炎、肺结核、胸膜炎、跌打损伤,《广西植物名录》,missing
10962,4011,类芦,"石珍茅,望冬草,篱笆竹,石芒草",平、甘、淡,肺、肾,解毒利湿,虫蛇咬伤、肾炎水肿、竹木刺入肉,《种子植物名称》,missing
10963,4018,绿花崖豆藤,硬骨藤,凉、苦,肝,凉血散瘀、祛风消肿,血热妄行的出血证、以及跌打损伤、风湿痹痛、关节肿痛、中风、口眼歪斜、面神经麻痹,《中国主要植物图说·豆科》,missing
10964,4022,驴打滚儿草,missing,寒、苦,肺、心,益气、止嗽平喘、清热降火,支气管炎、肺结核,《内蒙古中草药》,missing
10965,4023,陇塞忍冬,榜哲,温、甘,肾,补血调经,月经不调、经行腹冷痛、经闭、痛经、崩漏等症,《中国高等植物图鉴》,missing
10966,4024,丽江翠雀花,虱子药,温、苦、毒,肺,杀虫灭虱,头虱、体虱、阴虱等,《中国植物志》,missing
10967,4025,绿翅鸭,"小凫,小水鸭,小食鸭,巴鸭,八鸭",平、咸、甘,大肠、胃、脾、肾,补中益气,脾胃虚弱、中气下陷所致脱肛、子宫脱垂者,《中国药用动物》,missing
10968,4027,林麝香,"林麝,獐,香獐子,麝鹿",温、辛,心、脾,开窍醒神、活血散结、止痛、催生,温热病热入心包之神昏晕厥、中风痰厥、惊痫等闭证；疮疡肿毒、心腹暴痛、跌打损伤及痹证诸痛；胎死腹中或胞衣不下等证,《中国药用动物志》,missing
10969,4029,澜沧扁担杆,"子金根,小白药,小火绳",凉、苦、涩,肾、肝,凉血止血、清热解毒,外伤出血、骨折、跌打损伤、痈疽疔疮,《红河中草药》,missing
10970,4030,崂山溲疏,"空疏,紫阳花",寒、苦、辛,胃,养阴清胃、止痒,胃热、胃火上炎、牙痛、皮肤瘙痒,《青岛中草药手册》,missing
10971,4032,龙角,missing,平、甘、毒,心、肝,清热泻火,高热、腹痛,"《名医别录》,《本草图经》",missing
10972,4038,冷地车前状垂头菊,车前叶垂头菊,寒、苦、涩,胃,涌吐解毒,用腐肉食物中毒,《云南种子植物名录》,missing
10973,4039,两粤黄檀,藤春,温、辛,肝,通经活血,用以疗气滞血瘀所致月经不调,《中国主要植物图说·豆科》,missing
10974,4043,辣味乳菇,"杨树蕈,白奶浆菌,白面子,白乳菇,石灰蕈",温、辛,肾、肝,祛风疗痹、舒筋活络,可风寒湿痹、肢体疼痛、关节屈伸不利、跌仆闪扭、局部瘀血留阻、经脉不利、气血不行、疼痛青紫、活动受限,《新华本草纲要》,missing
10975,4052,类梧桐,"接骨树,梅芍秒",寒、平、苦、涩、甘,心、脾,接骨、止血,舒筋活血、接骨镇痛、止血生肌骨折、跌打伤痛、外伤出血、风湿骨痛,《云南中草药》,missing
10976,4054,连药沿阶,南川沿阶草,寒、辛,肺,祛风解毒,疗外感风热、温病、疮痈疖肿,《中国高等植物图鉴》,missing
10977,4056,两块瓦,"蝴蝶参,对节兰,蝴蝶和气草,双线二叶兰",温、苦、涩,肾、肝,收敛固涩,用肝肾亏虚、遗精滑精、小便不禁、虚汗不止、妇女赤白带下不孕、睾丸炎等症,《新华本草纲要》,missing
10978,4058,栾犀,missing,温、甘,胃、脾,温中化食、软坚散结,瘰疬,《岭南采药录》?,missing
10979,4062,丽江假露珠草,解嘎茨,寒、苦、辛,肺,疏散风热,外感风热及温病初期之发热、头痛等症,《云南植物名录》,missing
10980,4067,乱角莲,六棱椎,凉、苦、麻、毒,心、肝,清热利湿、散风止痛,消化不良、腹痛、痈疮肿毒、风湿疼痛,《文山中草药》,missing
10981,4070,龙须草,missing,平、甘、淡,膀胱、脾,清热解毒、利尿、止痛,小便淋涩、黄水疮,《内蒙古中草药》,missing
10982,4072,蓝靛果忍冬,"蓝靛果,黑瞎子食",凉、苦,心、大肠,清热解毒,疔疮、乳痈、肠痈、丹毒等热毒疮疡症,《长白山西南坡野生经济植物志》,missing
10983,4079,老虎姜,"白药子,盘龙七,算盘七,鸡头参,山姜,惹涅",平、温、甘、辛、毒,肺、脾,润肺养阴、健脾益气、解毒消肿,虚痨咳嗽、头昏、食少、遗精、盗汗、崩漏带下、产后体亏、吐血、衄血、外伤出血、咽喉肿痛、疮肿、瘰疬,《陕西中草药》 ,missing
10984,4080,吕宋楸毛,吕宋楸荚粉,平、淡、毒,大肠、胃、脾,杀虫、散瘀解毒、祛风除湿,绦虫、烂疮、跌打瘀血疼痛；外用风湿、脚肿,"李承祜《生药学》,《南方主要有毒植物》 ",missing
10985,4081,龙船花茎叶,missing,平、温、咸、甘,脾、肾,活血祛瘀、消肿止痛、健脾安胎,跌打损伤、疮疖痈肿、胎动不安,《本草图经》 ,missing
10986,4082,柳叶香楠,missing,寒、苦、辛,胃、肾、肝,祛风除湿、止胃痛、强筋,风湿痹痛、胃脘痛、跌打骨折,《广西植物名录》,missing
10987,4084,腊雪,missing,寒、甘、淡、毒,心、脾、肝,清热解毒、降火止渴,瘟疫、中暑热狂、伤酒热渴,《本草纲目拾遗》,missing
10988,4087,吕氏裸胸鳝,missing,温、苦、涩,肺、心、脾、肾,固摄脾肾、散寒行滞,气虚下陷、肛门生痔、寒凝气滞、胸痛者,《中国药用动物志》,missing
10989,4088,卵叶茖葱,missing,温、辛,肾、肝,活血散瘀,可疗跌打损伤、内外出血、瘀肿疼痛诸症,《新华本草纲要》,missing
10990,4095,络石果,missing,温、辛,肾、肝,祛风定痛、强筋健骨,筋骨疼痛、脚膝痿软、四肢拘挛、风湿痹痛等症,《南京民间药草》,missing
10991,4100,凌云南星,三步跳,苦,肝,清热解毒,毒蛇咬伤,《中国植物志》,missing
10992,4101,禄劝花叶重楼,missing,寒、苦、涩,心,止血消炎,痈疽疮疡、无名肿毒、瘀血肿痛、虫蛇咬伤、外伤出血、崩漏,《新华本草纲要》,missing
10993,4104,柳叶亚菊,柳叶菊亚蒿,平、苦、辛,肺,清肺止咳,肺热咳嗽、肺痈痰多,《中国高等植物图鉴》,missing
10994,4107,雷公莲,"大匹药,风湿药,大软筋藤,九龙上吊,野红苕,软筋藤,青藤,下山虎,叫四门,叶恩妈",凉、苦、辛,肾、肝,消瘀止痛,跌仆闪挫、或骨折筋伤、局部死血、恶血留滞、痉痛、肿胀、活动不利者,《新华本草纲要》,missing
10995,4108,路边草,"星星蒿,花叶鱼鳅串,鸡儿肠",平、苦、辛,肺、大肠、脾,健脾和胃、解毒止痢,小儿疳积、腹泻、痢疾、蛇咬伤、外伤出血,《陕西中草药志》,missing
10996,4119,轮生叶黄华,missing,寒、苦,肺,泻肺平喘,肺热咳喘、痰多之证,《中国主要植物图说·豆科》,missing
10997,4122,两广锡兰莲,missing,温、辛,脾、肾、肝,行气止痛,寒郁气滞所致的胸闷、胁痛、脘腹胀痛、寒疝腹痛及痛经等症,《中国高等植物图鉴》,missing
10998,4126,罗汉果叶,missing,凉、苦,心,清热解毒,治顽癣、痈肿,《广西药植名录》,missing
10999,4127,裂顶灰锤,"裂顶柄灰色,星裂灰锤",平、辛,肺、心,清肺止咳、化瘀止血,用于肺热咳嗽、咽喉肿痛、声音嘶哑、出血症、金创刀伤、跌打损伤,《新华本草纲要》,missing
11000,4130,榔榆茎叶,missing,寒、平、苦、甘、滑,肾、肝,补益肝肾、祛风湿止疼,疮肿、腰背酸痛、牙痛,《闽南民间草药》,missing
11001,4131,绿云树,光棍树,凉、辛、酸、毒,肝,催乳、消肿止痛、杀虫,产后缺乳、跌打损伤、关节肿痛、癣疮,《海南植物志》,missing
11002,4132,砾地毛茛,missing,温、苦,肾、肝,祛风湿、镇痛,风湿骨痛、外用各种外伤疼痛,《中国植物志》,missing
11003,4138,雷公七,missing,凉、苦、辛,肝,祛风、败毒、散瘀、止痛,跌打损伤、劳伤,《陕西中草药志》,missing
11004,4145,伶鼬榧螺,马齿螺,平、咸,肺、肝,平肝潜阳、清肺止咳,肝阴不足、肝阳上亢所致头痛、眩晕、耳鸣、烦燥、失眠诸症阴虚肺热、咽干口渴燥、咳嗽,《中国药用动物志》,missing
11005,4146,栗色鼠尾草,missing,温、辛,心、肾、肝,活血祛瘀、活血调经、养心除烦,用于瘀血证、月经不调、痛经、心烦失眠、心悸,《中国植物志》,missing
11006,4147,老鼠耳,"狗脚刺,提云草,小桃花,老鼠乌,鼠乳头,乌金藤,老鼠乳,鼠米,乌痧头,乌李楝",平、苦、毒,心,清热解毒,疔疮、睾丸脓肿、痔疮、烫伤,《福建民间草药》,missing
11007,4152,镰片假毛蕨根茎,missing,平、苦,大肠,燥湿杀虫,可肠虫扰内、腹部疼痛、时作时止、伴体形消瘦、易饥贪食、或嗜食异物,《植物分类学报》,missing
11008,4154,丽江南星,missing,温、苦、辛、毒,肺,止咳化痰,痰湿滞所致的咳嗽痰多稀薄、苔腻胸闷、顽痰咳嗽等症,《中国植物志》,missing
11009,4162,蛎莱,"猪母莱,昆布",寒、咸,肺、肾,清热解暑,中暑、甲状腺肿,《新华本草纲要》,missing
11010,4163,六万藤,"方茎宽筋藤,翅茎白粉藤",凉、苦,肾、肝,祛风活络、散瘀活血,风湿关节痛、腰肌劳损、跌打损伤,《新华本草纲要》,missing
11011,4164,流苏子,牛老药藤,凉、苦、辛,肺,祛风止痒,皮肤局部红肿、瘙痒、荨麻疹、湿疹、皮炎,《中国种子植物科属辞典》,missing
11012,4169,篓蒿,"蒌,购,蔏蒌",温,胃、脾、肝,健脾利湿,暑湿中阻、胸膈满闷、不思饮食,《食疗本草》,missing
11013,4171,硫磺,"石流黄,石留黄,硫黄,昆仑黄,黄牙,黄硇砂",温、热、咸、甘、酸、毒,脾、肾、肝,壮阳、杀虫,阳痿、虚寒泻痢、大便冷秘；外用疥癣、湿疹、癞疮,"《神农本草经》,《海药本草》,《本草图经》,《纲目》,《物理小识》",missing
11014,4173,梨蒴曲柄藓,"脆枝曲柄藓梨蒴变种,折叶曲柄藓梨蒴变种",温、辛,肺、肾,温肺止咳、活血散瘀,咳嗽、咳痰、跌打损伤、风湿麻木,《新华本草纲要》,missing
11015,4176,铃茵陈,"金钟菌陈,黄花菌陈,吊钟草,灵菌陈,吹风草,五毒草,徐毒草,土菌陈,角菌陈,罐儿茶,铁雨伞草,山菌陈,金花屏,油罐草,黑菌陈,铁杆菌陈,山芝麻,罐子草,油蒿菜,金壶瓶,山油麻,北刘寄奴,节节瓶,草茵陈,壶瓶草,野油麻",寒、凉、苦、辛,肺、胃、肾、肝,清热利湿、活血祛痰、止血、清热解毒、解表散寒,黄疸、小便不利、水肿腹胀、跌打损伤、血痢、血淋、白带过多、月经不调、癥瘕积聚、产后停瘀腹痛、胆囊炎、急性肾炎、感冒、咳嗽,"《中药志》,《滇南本草》,《植物名实图考》,《东北药植志》,《上海常用中草药》,《贵州草药》,《常用中草药单方验方选编》",missing
11016,4186,丽江大黄,"雪三七,黑七",寒、苦、涩,胃、肝,消肿解毒、凉血止血,热毒疮疡、痈肿、烧伤、跌打损伤、热痢初期等症、血热妄行之吐血、衄血、目赤、咽痛、牙龈肿痛等症、以及外伤出血等,《植物分类学报》,missing
11017,4188,镰翅羊耳兰,"果上叶,石仙桃",凉、甘,肺、胃、脾,润肺止咳、化积疗疳,可热病津伤、咳嗽少痰、咽干口燥；或肺虚久咳、甚则咯血鲜红者可小儿形体赢瘦、大腹胀满、青筋暴露之疳积症,《中国高等植物图鉴》,missing
11018,4191,李寄生,missing,平、苦、辛,心、肾、肝,祛风除湿、活血化瘀,风湿痹痛、跌打损伤,《广西植物名录》,missing
11019,4197,六轴子,"土连翘,山芝麻,闹羊花子,天芝麻,羊踯躅果",温、苦、毒,肝,祛风、止痛、散瘀消肿,风寒湿痹、历节疼痛、跌打损伤、痈疽疔毒,"《百草镜》,《饮片新参》",missing
11020,4200,柳叶鼠李,"黑疙瘩,黑格铃,红木鼠李",寒、甘,胃、脾,清热除烦、消食化积,消化不良、腹泻、风火牙痛、小儿食积、热病津伤或温病后期诸症,《中国高等植物图鉴》,missing
11021,4203,龙须菜,"海菜,线菜",寒、甘、毒,脾,清热散结、通利小便、滋阴清热,瘿结热气、小便不利、阴虚内热,《本草纲目》 ,missing
11022,4207,绿蒿,一叶蒿,平、甘、酸,胃、肾,健脾和胃,胸腹胀满、食欲不振、消化不良等,《中国高等植物图鉴》,missing
11023,4210,鹿鞭,"鹿茎筋,鹿鞭,鹿阴茎,鹿冲,鹿冲肾",平、温、热、咸、甘、辛、毒,膀胱、肾、肝,补肾、壮阳、益精、活血,劳损、腰膝酸痛、肾虚耳聋、耳鸣、阳萎、宫冷不孕,《名医别录》,missing
11024,4211,马面鲀肉,missing,温、咸、甘,胃、脾,消食和中,食积停滞、消化不良、脾虚食少,《中国药用动物志》,missing
11025,4214,米露,missing,平、甘,肺、胃、脾,补脾养胃,脾胃虚弱、食少、便溏、神疲乏力等症,《本草纲目拾遗》 ,missing
11026,4217,膜苞鸢尾,missing,凉、甘、辛,肺、胃,清热解毒、清热利咽,咽喉肿痛、齿龈红肿、外科疮痈肿毒等症慢性咽炎、声音嘶哑,《中国植物志》,missing
11027,4218,棉叶膏桐,三义风,凉、苦、辛,大肠、胃、肝,调经、催吐、泻下、杀虫解毒,月经不调诸症可疗凡误食毒物、停留胃中、未被吸收；或宿食停滞不化、或痰涎壅盛、以及癫痫发狂等症便秘疗疗疮、疥癣、湿疹,《新华本草纲要》。,missing
11028,4219,膜边肋毛蕨,"密鳞鳞毛蕨,纤毛鳞毛蕨,贯众",凉、苦,大肠,清热解毒、驱杀绦虫,用热毒壅盛之痈疽疮疖、或无名肿毒、湿热内注肠腑之湿热下利、里急后重有较好的杀虫之力、尤善驱杀绦虫,《蕨类名词及名称》,missing
11029,4222,毛茛状金莲花草,missing,凉、苦、辛,肺、肝,清火散结,肝火上炎所致目赤肿痛、目珠疼痛、头晕目晕瘰疬、瘿瘤、风湿、淋巴结核,《新华本草纲要》,missing
11030,4223,马唐,"羊麻,羊粟,马饭",寒、甘,脾、肝,明目润肺,目暗不明、肺热咳嗽,"《名医别录》,《本草拾遗》",missing
11031,4224,蔓生莠竹,missing,凉、辛,肺、大肠、膀胱,辛凉解表、清肺止咳,用风热袭表、表气不透、发热、无汗、咳嗽、咽疼等用热邪袭肺、肺气不宣、咳嗽、咳痰,《华南经济禾草植物》,missing
11032,4226,密穗黄堇,missing,寒、苦、涩、毒,肺、心,攻毒杀虫,用皮肤各种顽疮疥癣,《西藏植物名录》,missing
11033,4229,蒙自虎耳草,"岩耳巴,反背红,红岩草,心叶蒙自虎耳草,大虎耳草",寒、苦、辛、毒,肺、肝,清热解毒、凉血止血,中耳炎、乳腺炎、皮肤溃疡、无名肿毒、外伤出血、麻疹、高热、咳嗽、支气管炎、皮肤过敏、月经不调、产后腹痛,《红河中草药》,missing
11034,4231,木半夏,"四月子,野樱桃,枣皮树,骆驼花,多花胡颓子",温、涩、淡,肺、大肠,解毒消肿、活血行气,肿毒、痢疾、痔疮、跌打损伤、哮喘,"《本草纲目拾遗》,《中国药植图鉴》,《中草药手册》",missing
