Name,Label,Other_Name,Taste,Type,Effect,Treat
变异鳞毛蕨,10,小叶金鸡尾巴草、小狗脊子,微涩、凉,肺、胃、大肠,清热、止痛,"['内热腹痛', '肺结核']"
毛轴牙蕨,10,0,苦、凉,肝、大肠、膀胱,清热、利湿、凉血、止血,"['痢疾', '衄血', '便血', '淋浊']"
木棉皮,10,0,辛、平,胃、大肠,清热、解毒、散瘀、止血,"['风湿痹痛', '泄泻', '痢疾', '慢性胃炎', '胃溃疡', '崩漏下血', '疮疖肿痛']"
马蔺根,10,0,平、甘,脾、大肠、肝,清热、解毒,"['喉痹', '痈疽', '风湿痹痛']"
马蓼,10,大蓼、墨记草、春蓼,辛、苦、温,肺、脾、大肠,发汗、除湿、消食、杀虫,"['风寒感冒', '风寒湿痹', '伤食泄泻及肠道寄生虫病']"
毛冬青,10,乌尾丁、细叶冬青、山熊胆、酸味木、喉毒药、茶叶冬青、毛披树、痈树、六月霜、细叶青、苦田螺、山桐油、老鼠啃、山冬青、水火药、米碎丹、高山冬青、猫秋子草、毛雌子、美仔蕉、毛莱、六青、矮梯、耐糊梯、火烙木、毒药,苦、平,肺、肝、大肠,活血、通脉、消肿、止痛、清热、解毒,"['心绞痛', '心肌梗死', '血栓闭塞性脉管炎', '中心性视网膜炎', '扁桃体炎', '咽喉炎', '小儿肺炎', '冻疮']"
毛柄短肠蕨,10,贯众,微苦、凉,大肠,清热、解毒、祛湿、驱虫,"['肠炎', '流感', '肝炎', '疮疖', '肠道寄生虫病']"
番杏,10,白番杏、白红菜、白番苋、滨莴苣、白番觅,甘、微辛、平,肺、肝、大肠,清热、解毒、祛风、消肿,"['肠炎', '败血病', '疔疮红肿', '风热目赤']"
蟾皮,10,蛤蚆皮、癞蟆皮,苦、凉,心、肺、脾、大肠,清热、解毒、利水、消肿,"['痈疽', '肿毒', '瘰疬', '肿瘰', '疳积腹胀', '慢性气管炎']"
银叶树,10,大白叶仔,甘、涩、平,大肠,涩肠、止泻,"['腹泻', '痢疾']"
猪仔笠,10,地草果[云南]、毛瓣花、岗菊、雀脷珠、山葛、大力牛、鸡头薯、鸡心薯、鸡头子、凉薯、山莨薯、山芪薯、地草果,甘、平,肺、大肠、肝,清肺、化痰,"['肺热咳嗽', '烦渴', '赤白痢疾']"
罂粟壳,10,米壳、粟壳、罂子粟壳、米囊子壳、御米壳、烟斗斗、鸦片烟果果、米囊皮、米罂皮,酸、平,肺、肾、大肠,敛肺、涩肠、止痛,"['久咳', '久泻', '脱肛', '脘腹疼痛']"
狗脊贯众,10,贯众、虾公草、细叶虎耳风、狗脊、毛狗头、大叶贯众、黄狗蕨、茄板菜,苦、凉,肝、胃、肾、大肠,清热、解毒、杀虫、散瘀,"['感冒', '疮痈肿毒', '虫积腹痛', '便血', '血崩']"
第1页第2页第3页第4页第5页第6页第7页第8页第9页第10页第11页第12页赤小豆芽,10,0,甘、微凉,肝、肾、大肠,清热、解毒、止血、安胎,"['肠风便血', '肠痈赤白痢疾', '任娠胎漏']"
胡荽子,10,芫荽子,辛、酸、平,肺、胃、大肠,透疹、健胃,"['痘疹透发不畅', '饮食乏味', '痢疾', '痔疮']"
酪,10,湩、潼,甘、酸、平,肺、胃、大肠,补肺、润肠、养阴、止渴,"['虚热', '烦渴', '肠燥便艰', '肌肤枯涩', '斑疹瘙痒']"
罂粟,10,罂子粟、御米、象谷、米囊、囊子、莺粟、罂粟米、象谷囊、卸米、卸米子、粟米,甘、平,大肠,健脾、开胃、清热、利水,"['泄泻', '痢疾', '反胃']"
乌桕木根皮,10,卷根白皮、卷子根、乌臼、乌桕木根白皮,苦、微温,大肠、胃,利水、消积、杀虫、解毒,"['水肿', '臌胀', '症瘕积聚', '二便不通', '湿疮', '疥癣', '疔毒']"
胡颓子,10,牛奶子根、半春子、半含春、石滚子、四枣、柿模、羊奶奶、甜棒锤、卢都子、雀儿酥、王婆奶、蒲颓子、甜棒捶、牛奶子、羊母奶子、糖罐头、咸匏头、柿蒲、灯蒲、土萸肉、补阴丹、瓶匏、田蒲、野荸荠、野枇杷、浆米草、野水葡萄、大麦奶、白萹蓄、甜果儿、麦榄、鸡卵子、清明子、斑楂、干茄、假灯笼、梅花泡、潘桑果、野枣子、羊头泡、白叶丹、半钱子、小青六、郎郎崽、旗杞,酸、湿、平,肺、胃、大肠,收敛、止泻、健脾、消食、止咳、平喘、止血,"['泄泻', '痢疾', '食欲不振', '消化不良', '咳嗽气喘', '崩漏', '痔疮下血']"
槲实仁,10,0,苦、涩、平,脾、胃、大肠,涩肠、止泻,"['腹泻', '痢疾']"
樝子,10,和圆子、西南木瓜、樝、木挑、狭叶木瓜、木瓜海棠,酸、涩、平,脾、胃、大肠,和胃、化湿、舒筋、活络,"['呕吐腹泻', '腰膝酸痛', '脚气肿痛', '腓肠肌痉挛']"
胡椒,10,白胡椒、黑胡椒、昧履支、浮椒、玉椒、味履支,辛、热,胃、大肠,温中、散寒、下气、消痰,"['胃寒呕吐', '腹痛泄泻', '食欲不振', '癫痫痰多']"
针砂,10,铁粉、钢砂、铁砂、铁针砂,酸、辛、平,脾、肝、大肠,补血、除湿、利水,"['血虚黄胖', '水肿']"
无花果,10,文先果、奶浆果、树地瓜、映日果、明目果、密果、阿驲、阿驿、底珍、天生子、优昙钵、蜜果、文仙果、品仙果、挣桃,甘、平,肺、胃、大肠,润肺、止咳、清热、润肠,"['咳喘', '咽喉肿痛', '便秘', '痔疮', '根', '叶：肠炎', '腹泻', '外用痈肿']"
华山矾,10,土常山[广西]、狗屎木、华灰木、降痰王、贡檀兜、钉地黄、牛特木、雷公针、膨药、白花丹、七针、土黄柴、米碎花木、大米仔花、水泡木、糯米树、止血树、檬子柴、羊子屎、毛壳子树、毛柴子、渣子树、狗檬树、豆豉果、地黄木、针地黄、豆鼓果、地黄木土常山、狗骨柴头、木地牛、蛙模吐饭、流涎柴、白柴头、小药木,苦、凉,胃、大肠,清热、利湿、止血、生肌,"['痢疾', '泄泻', '创伤出血', '汤火烫伤', '溃疡']"
芋头花,10,芋苗花,辛、平,胃、大肠,0,"['胃痛', '吐血', '子宫脱垂', '痔疮', '脱肛']"
无患子中仁,10,木槵子仁,辛、平,脾、胃、大肠,消积、辟恶,"['疳积', '蛔虫病', '腹中气胀', '口臭']"
多穗蓼,10,辣蓼、水蓼、恣恣萨曾、多穗假虎杖,凉、辛,肺、脾、胃、大肠,清热、解毒、祛风、利湿,"['痢疾', '泄泻', '小儿消化不良', '风湿肿痛', '跌打损伤']"
玉蜀黍,10,玉高梁、番麦、御麦、西番麦、玉米、玉麦、王蜀秫、戎菽、红须麦、薏米包、珍珠芦粟、苞芦、鹿角黍、御米、包谷、陆谷、玉黍、西天麦、玉露秫秫、纤粟、珍珠米、粟米、包粟、苞麦米、苞米,甘、平,胃、大肠,调中、开胃、利尿、消肿,"['食欲不振', '小便不利', '水肿', '尿路结石']"
禹余粮,10,太一余粮、石脑、禹哀、太一禹余粮、白余粮、禹粮石、石中黄子、天师食、山中盈脂、石饴饼、石中黄、白禹粮、余粮石、禹粮土,甘、涩、平,胃、大肠,涩肠、止血,"['久泻久痢', '妇人崩漏带下', '痔漏']"
化金丹,10,四棱猪屎豆、大响铃果、大马响铃、马响铃、大响铃草,辛、涩、温,胃、大肠、小肠,清热、解毒、利湿、通淋、行气、止痛,"['湿热黄疸', '热淋', '膀胱结石', '腹痛', '痞块不消']"
黄瓜根,10,0,苦、微甘、凉,胃、大肠,清热、利湿、解毒,"['热消洵', '湿热泻痢', '黄疸', '疮疡肿毒', '聤耳流脓']"
花生油,10,果油、落花生油,甘、平,脾、胃、大肠,润肠、去积,"['蛔虫性肠梗阻', '胎衣不下', '烫伤']"
狸肉,10,0,甘、温,脾、胃、大肠,0,"['肠风下血', '痔漏', '瘰疬', '游风']"
塌菜,10,0,甘、平,肝、脾、大肠,疏肝、健脾、滑肠、通便,"['肝脾不和', '饮食积滞', '脘腹痞胀', '纳呆', '便秘']"
枳根皮,10,0,苦、平,胃、大肠,敛血、止痛,"['痔疮', '便血', '齿痛']"
林檎根,10,0,苦、平,胃、大肠,杀虫、止渴,"['蛔虫病', '绦虫病', '消渴']"
滇山茶,10,南山茶、云南茶花,苦、凉,胃、大肠、肝,凉血、止血、解毒、止痢,"['吐血', '便血', '月经过多', '刀伤出血', '泄泻', '痢疾', '汤火伤']"
鲦鱼,10,鮂、黑鰦、白鲦、参鱼、肉条鱼、鲹鱼、白漂子、鲹鲦、餐鱼、鲹子、青鳞子,甘、温,胃、大肠,温中、止泻,"['胃脘冷痛', '肠寒泄泻']"
白鱼尾,10,溪桃、野桃、杨波叶、蒲羌癀、白波越子、白背枫、白花醉鱼草、白鱼鲫、山苦桃、白鸡公尾、白背叶、尖尾枫、黄合叶、王记叶、单叶埔姜、独叶埔姜、白花洋泡、七里香、贼侧草、羊耳朵、瘴气花,苦、微辛、温,心、肾、大肠,祛风、化湿、行气、活血,"['头风痛', '风湿痹痛', '胃脘痛', '腹胀', '痢疾', '跌打骨折', '无名肿毒', '湿疹', '皮肤瘙痒']"
湿鼠曲草,10,臁疮草、无心草、鼠曲草,甘、平,肺、大肠、小肠,止咳、平喘、理气、止痛、降血压,"['咳嗽气喘', '支气管炎', '风湿疼痛', '胃溃疡', '高血压']"
白苋,10,糠苋、细苋、野苋、猪苋、假苋菜、绿苋,甘、淡、凉,大肠、小肠,清热、解毒,"['疮肿', '牙疳', '虫咬']"
白石脂,10,白符、随、白陶土、高岭土,甘、酸、平,肺、大肠,为涩、肠止、泻药,['现一般外用做吸收剂']
白克马叶,10,0,甘、苦、微寒,肺、大肠,润肺、生津、止咳,"['肺燥咳嗽', '干咳无痰', '口燥咽干']"
白腹锦鸡,10,箐鸡肉,甘、温,心、大肠,止血、解毒,"['血痔', '疮疡肿毒']"
红地榆,10,长柔毛委陵菜、小天青、翻白叶、小管仲、地蜂,涩、温,脾、胃、大肠,涩汤、止痢、止带,"['痢疾', '白带']"
巴豆油,10,0,辛、热,心、大肠,通关、开窍、峻下、寒积,"['厥证', '喉痹', '寒积腹痛']"
巴豆叶,10,双眼龙叶、大叶双眼龙叶、大叶双眼龙叶,辛、温,三焦、大肠,0,"['疟疾', '疮癣', '跌打损伤', '蛇伤']"
土茶,10,苦丁茶、茶盖,甘、淡、微苦、凉,胃、大肠,解暑、清热、化湿、消滞,"['感冒', '中暑发热', '黄疸', '急性胃肠炎', '阿米巴痢疾', '疮疖']"
巴旦杏仁,10,八担仁、巴达杏仁、叭哒杏仁、巴旦杏、偏桃、婆淡树、偏核桃、匾桃、忽鹿麻、京杏,甘、平,心、肝、大肠,润肺、止咳、化痰、下气,"['虚劳咳嗽', '心腹逆闷']"
水团花,10,水杨梅、水黄凿、青龙珠、穿鱼柳、假杨梅、水加橧、溪棉条、满山香、球花水杨梅、水里斜、水里树,苦、平,肝、脾、大肠,清热、祛湿、散瘀、止痛、止血、敛疮,"['痢疾', '肠炎', '浮肿', '痈肿疮毒', '湿疹', '溃疡不敛', '创伤出血']"
冻绿刺,10,鸭屎树、野苦楝子、洞皮树、臭李子、老鹤眼、山绿柴、黑鸟枝刺、黑旦子、偶栗子、冻绿、冻绿树、老鹳眼,苦、涩、微寒,肺、脾、胃、大肠,杀虫、消食、下气、祛痰,"['寸白虫', '食积', '瘰疬', '哮喘']"
豆腐,10,0,甘、凉,脾、胃、大肠,益气、和中、生津、润燥、清热、解毒,"['赤眼', '消渴', '休息痢', '解硫黄', '烧酒毒']"
棕榈子,10,败棕子、棕树果、败棕于,苦、平,脾、大肠,止血、涩肠、固精,"['肠同', '崩漏', '带下', '泻痢', '遗精']"
棕榈皮,10,拼榈木皮、棕毛、棕皮、棕、拼榈、棕衣树、百页草、定海针,苦、涩、平,肝、脾、大肠,收敛、止血,"['吐血', '衄血', '便血', '血淋', '尿血', '血崩', '外伤出血']"
酥,10,苏、酪苏、酥油、马思哥油、白酥油,甘、微寒,脾、肺、大肠,养阴、清热、益气血、止渴、润燥,"['阴虚劳热', '肺痿咳嗽', '失音', '吐血', '消渴', '便秘', '肌肤失润']"
望江南子,10,槐豆、野鸡子豆、金角子、金角儿、江南豆、水爪豆、风寒豆、黄豇豆、金花豹子、金豆子、羊角豆,甘、苦、凉,肝、胃、大肠,清肝、健胃、通便、解毒,"['目赤肿痛', '头晕头胀', '消化不良', '胃痛', '痢疾', '便秘', '痈肿疔毒']"
荷叶蒂,10,荷鼻、莲蒂、荷蒂,苦、涩、平,脾、肝、大肠,清暑、去湿、和血、安胎,"['血痢', '泄泻', '妊娠', '胎动不安']"
百合子,10,0,甘、苦、凉,大肠,清热、凉血,['肠风下血']
冬瓜,10,白瓜、水芝、蔬秬、白冬瓜、地芝、濮瓜、蔬苽、东瓜、枕瓜、水芝,甘、淡、凉,肺、大肠、小肠、膀胱,利尿、清热、化痰、生津、解毒,"['水肿胀满', '淋病', '脚气', '痰喘', '暑热烦闷', '消渴', '痈肿', '痔漏', '并解丹石毒', '鱼毒', '酒毒']"
郁李仁,10,小李仁、大李仁、郁子、郁里仁、李仁肉、郁李、英梅、爵李、白棣、雀李、车下李、山李、爵梅、样藜、千金藤、秧李、穿心梅、侧李、欧李、酸丁、乌拉柰、欧梨,辛、苦、甘、平,脾、大肠、小肠,润燥、滑肠、下气、利水,"['大肠气滞', '燥涩不通', '小便不利', '大腹水肿', '四肢浮肿', '脚气']"
蜂蜜,10,蜂糖、蜜糖、石蜜、石始、食蜜、蜜、白蜜、白沙蜜、沙蜜、石饴,甘、平,肺、脾、大肠,补中、润燥、止痛、解毒,"['脘腹虚痛', '肺燥干咳', '肠燥便秘', '外疮疡不敛', '水火烫伤']"
广枝仁,10,芭豆、崖花子、土连翘、山枝仁、榨木仁、公栀子、五牛子、为龙子,苦、涩、平,肺、脾、大肠,清热、利咽、止泻,"['虚热心烦', '口渴', '咽痛', '泄泻', '痢疾']"
洋虫,10,九龙虫,辛、甘、温,肺、胃、大肠,活血、祛瘀、温中、理气,"['劳伤咳嗽', '吐血', '中风瘫痪', '跌打损伤', '心胃气痛', '噎膈反胃']"
小巢菜,10,翘摇、元修菜、野蚕豆、漂摇草、雀野豆、野豌豆、雀野豌豆、白翘摇、苕子、白花苕菜、小野麻豌、柱尖、摇车、翘摇车、野碗豆、雀野碗豆,辛、甘、平,肺、大肠、脾、胃,解表、利湿、活血、止血,"['黄病', '疟疾', '鼻衄', '白带']"
小果金花茶叶,10,0,微苦、微甘、凉,胃、大肠,清热、生津、止痢,"['暑热烦渴', '痢疾']"
细叶卷柏,10,柏地丁、地柏枝[云南玉溪]、心基卷柏、地柏枝、毛利利、金花草、鸡脚草、鸡腱草、四叶草,淡、平,肺、肝、脾、大肠,清热、利湿、平喘、止血,"['小儿高热惊风', '肝炎', '胆囊炎', '泄泻', '疳积', '哮喘', '肺痨咳血', '月经过多', '外伤出血']"
凤眼果,10,频婆果、九层皮、罗晃子、潘安果、七姐果、富贵子、苹婆果、假九层皮、红皮果,甘、平,胃、大肠、小肠,温胃、杀虫,"['虫积腹痛', '翻胃吐食', '疝痛']"
岩黄连,10,岩胡、岩连、菊花黄连、土黄连,苦、凉,胃、大肠,清热、解毒、利湿、止痛、止血,"['肝炎', '口舌糜烂', '火眼', '目翳', '痢疾', '腹泻', '腹痛', '痔疮出血']"
亚麻子,10,亚麻仁、胡麻子、壁虱胡麻、大胡麻、胡麻仁,甘、平,肝、胃、大肠,0,"['麻风', '皮肤痒疹', '脱发', '大便干燥']"
羊皮,10,0,甘、温,肺、脾、大肠,补虚、祛瘀、消肿,"['虚劳赢弱', '肺脾气虚', '跌打肿痛', '蛊毒下血']"
鲫鱼,10,鲫、鲋、鰶、鲫瓜子,甘、平,脾、胃、大肠,滋补、利水,"['脾胃虚弱', '胃痛呕吐', '水肿', '走马牙疳', '牙痛等']"
金狮藤,10,香里藤、香里陈、青香藤、金腰带[福建]、香藤、藤薯、痧药草、南木香、熏鼓藤,苦、辛、微寒,肝、胃、大肠,清热、解毒、收敛、镇痛,"['中暑腹痛', '胃痛', '腹痛下痢', '风湿关节痛', '毒蛇咬伤', '高血压病', '皮肤湿疹']"
亚麻,10,鸦麻、胡麻饭、山西胡麻、山脂麻、胡脂麻、胡麻,辛、甘、平,肝、胃、大肠,平肝、活血,"['肝风头痛', '跌打损伤', '痈肿疔疮']"
榧花,10,棑华,苦、平,胃、大肠,利水、杀虫,"['水气肿满', '蛔虫病']"
蝎子七,10,红蝎子七、红粉、猴子七、野高梁、然波、石风丹、朱砂七、朱砂参、狼巴子、草河车、染布子、野高粱、猴娃子、红三七、山高粱、剪刀七、转珠莲、白粉、紫蓼、白蝎子七、土蜂子、蜂子帽、草血竭、弓腰老、拳参,苦、涩、凉,脾、胃、大肠,止血、活血、止泻,"['吐血', '衄血', '血崩', '白带', '痢疾', '跌打损伤']"
榧子,10,香榧、榧树、玉榧、野杉、柀子、彼子、榧实、罴子、玉山果、赤果、、野杉子,甘、平,大肠、胃、肺,杀虫、消积、润燥,"['虫积腹痛', '小儿疳积', '燥咳', '便秘', '痔疮']"
橡实,10,芧栗、橡栗、梂、皂斗、橡子、杼斗、橡斗子、柞子、栎子、麻沥果、、抒斗子、栎木子、麻枥果,苦、涩、微温,脾、大肠、肾,收敛、固脱、止血、解毒,"['泄泻痢疾', '便血', '痔血', '脱肛', '小儿疝气', '疮痈久溃不乳腺炎', '睾丸炎', '面(黑干)']"
旋覆花,10,金沸草[全草]、六月菊、鼓子花、滴滴金、小黄花子、金钱花、驴儿菜、金福花、金佛花、蕧、盗庚、盛椹、戴椹、飞天蕊、野油花、夏菊、金钱菊、艾菊、迭罗黄、满天星、黄熟花、水葵花、金盏花、复花、小黄花、猫耳朵花、驴耳朵花、金沸花、伏花、全福花,苦、辛、咸、微温,肺、胃、大肠,消痰、行水、降气、止呕,"['咳喘痰粘', '哆嗦噫气', '胸痞胁痛']"
枸橘核,10,臭橘子核,辛、平,大肠,止血,['肠风下血']
茳芒,10,槐叶决明、望江南,甘、苦、平,肺、胃、大肠,清肝、明目、健胃、调中、润肠、解毒,"['目赤肿痛', '头晕头胀', '口腔糜烂', '习惯性便秘', '小儿疳积', '痢疾', '疟疾']"
檵花叶,10,檵花叶,甘、苦、凉,肝、胃、大肠,清热、止泻、活血、止血,"['暑热泻痢', '扭闪伤筋', '创伤出血', '目痛', '喉痛']"
梧桐白皮,10,梧桐皮,甘、苦、凉,肝、脾、肺、肾、大肠,祛风、除湿、活血、止痛,"['风湿痹痛', '跌打损伤', '月经不调', '痔痰', '丹毒']"
鸡,10,土从（鸡蕈、鸡菌、蚁夺、蚁、鸡菜、鸡脚蘑菇、三坛蘑、鸡肉丝菇、斗鸡菇、白蚁菰、桐菰、鸡肉丝菰、鸡脚菰、伞把菇,甘、平,脾、胃、大肠,健脾、和胃、疗痔,"['脘腹胀满', '消化不良', '精神疲乏', '痔疮']"
羊屎果树皮,10,0,苦、涩、凉,脾、大肠,清热、解毒,"['热毒泄泻', '痢疾']"
黄三七,10,太白黄连、土黄连[陕西太白山]、土黄连、野黄连,苦、凉,心、肺、胃、大肠,泻火、解毒、清心、除烦,"['眼结膜炎', '口腔炎', '咽炎', '热病心烦', '肠炎', '痢疾', '痈疮肿毒']"
土大黄,10,红筋大黄、金不换[江西、湖北]、血三七、化雪莲、鲜大青[江苏苏州]、吐血草、箭头草、救命王、金不换、野蒿荬、广角、铁蒲扇、大晕药、包金莲、血当归、癣药、土三七、萝卜奇、止血草、化血莲、牛大黄,辛、苦、凉,肺、脾、大肠,清热、行瘀、杀虫、解毒,"['咳血', '肺痈', '腮腺炎', '大便秘结', '痈疡肿毒', '湿疹', '疥癣', '队打损伤', '烫伤']"
橄榄露,10,0,甘、酸、涩、平,肺、胃、大肠,清热、解毒、利咽、生津,"['咽喉肿痛', '咳嗽', '咳血', '泄泻', '痢疾', '烦渴']"
橄榄核,10,青果核,甘、涩、温,肝、胃、大肠,0,"['消诸鱼骨鲠', '胃痛', '疝气', '肠风下血']"
油茶子,10,茶子心、茶籽,苦、甘、平,脾、胃、大肠,行气、润肠、杀虫,"['气滞腹痛', '肠燥便秘', '蛔虫', '钩虫', '疥癣瘙痒']"
西瓜子壳,10,0,淡、平,胃、大肠,止血,"['呕血', '便血']"
樱桃根,10,0,甘、平,肝、胃、大肠,杀虫、调经、益气阴,"['绦虫', '蛔虫', '蛲虫病', '经闭', '劳倦内伤']"
苦荞头,10,荞叶七、荞麦七,甘、苦、平,脾、胃、大肠,0,"['胃痛', '消化不良', '痢疾', '劳伤', '腰腿痛']"
细叶桉叶,10,0,辛、微苦、平,肺、胃、大肠,宣肺、发表、理气、活血、解毒、杀虫,"['感冒发热', '咳喘痰嗽', '脘腹胀痛', '泻痢', '钩端螺旋体病', '跌打损伤', '疮疡', '丹毒', '乳痈', '疥疮', '癣痒']"
樱额,10,樱额梨、稠梨子、臭李子、玛嘎,甘、涩、温,脾、胃、大肠,健脾、止泻,['脾虚泄泻']
黄香薷,10,香薷、寸薷,辛、香、微温,肺、胃、大肠,清暑热、利小便、除胸满、理烦渴,"['中暑下痢', '发热口渴', '心烦胁痛', '口臭', '舌出血']"
榧根皮,10,0,甘、温,脾、大肠,祛风、除湿,['风湿肿痛']
柑,10,金实、柑子、木奴、瑞金奴、桶柑、蜜桶柑、招柑,甘、酸、凉,胃、大肠,清热、止津、醒酒、利尿,"['胸隔烦热', '口渴欲饮', '醉酒', '小便不利']"
野猪肉,10,野猪、野彘,甘、咸、平,肺、脾、大肠,补五脏、润肌、润肤、祛风、解毒,"['虚弱赢瘦', '癫痫', '肠便血', '痔疮出血']"
乌桕,10,桊子树、桕树、木蜡树、木油树、木梓树、虹树、蜡烛树,苦、微温,肺、脾、肾、大肠,杀虫、解毒、利尿、通便,"['血吸虫病', '肝硬化腹水', '大小便不利', '毒蛇咬伤', '外用疔疮', '鸡眼', '乳腺炎', '跌打损伤', '湿疹', '皮炎']"
野升麻,10,0,甘、辛、微苦、微寒,肺、脾、大肠,发表、透疹、清热、解毒、升举、清阳,"['风热感冒', '小儿麻疹', '热毒斑疹', '咽喉肿痛', '痈肿疮疡', '阳明头痛', '以及久泄脱肛', '女子崩漏', '白带']"
一年蓬,10,野蒿、治疟草、女菀、牙肿消、牙根消、千张草、墙头草、长毛草、地白菜、油麻草、白马兰、千层塔、瞌睡草、白旋覆花,苦、凉,胃、大肠,清热、解毒、抗疟,"['急性胃肠炎', '疟疾', '外用齿龈炎', '蛇咬伤']"
火麻仁,10,大麻仁、火麻、线麻子、麻子、麻子仁、大麻子、白麻子、冬麻子、火麻子、、麻于仁、麻仁、冬麻子火麻子、黄麻仁,甘、平,脾、胃、大肠,润肠、通便,"['血虚津亏', '肠燥便秘']"
乌梅,10,酸梅、黄仔、合汉梅、干枝梅、梅实、熏梅、桔梅肉、梅、春梅,酸、温,肝、脾、肺、大肠,敛肺、涩肠、生津、安蛔,"['肺虚久咳', '久痢滑肠', '虚热消渴', '蛔厥呕吐腹痛', '胆道蛔虫症']"
榼藤子,10,象豆、合子、榼子、眼镜豆、眼睛豆、牛眼睛、老鸦肾,涩、甘、平,胃、肝、大肠,0,"['便血', '血痢', '黄疸', '脱肛', '痔疮', '喉痹']"
杨栌耳,10,杨庐耳,甘、苦、平,脾、肝、大肠,化瘀、止血,"['瘀阻血凝', '症瘕结块', '痔疮出血']"
黄牛茶,10,雀笼木、黄芽木、满天红、黄丝鸡兰、海牙茶、土苏木、黄尝、九芽木、鹧鸪木、水芒果、节节花、何线藤、山狗芽,甘、微苦、凉,肺、胃、大肠,解暑、清热、利湿、消滞,"['感冒', '中暑发热', '急性胃肠炎', '黄疸']"
田螺壳,10,中国圆田螺,甘、平,肺、胃、大肠,和胃、收敛,"['反胃吐食', '胃脘疼痛', '泄泻', '便血', '疮疡脓水淋漓', '子宫脱垂']"
猪胰,10,0,甘、平,肺、脾、大肠,益肺、补脾、润燥,"['肺损咳嗽', '咯血', '肺胀喘急', '脾虚下痢', '乳汁不通', '手足皲裂']"
山芭蕉子,10,0,苦、辛、凉,大肠、肾,破瘀血、通大便,"['跌打骨折', '大便秘结']"
紫杜鹃,10,土牡丹花、岭南杜鹃,微苦、辛、微温,肺、大肠,祛痰、止咳、消肿、止痛,"['咳嗽多痰', '气喘', '跌打损伤', '对口疮']"
垂丝卫矛,10,球果卫矛、五棱子、青皮树、小米饭、暖木,苦、辛、平,心、大肠、肝,祛风、除湿、活血、通经、利水、解毒,"['风湿痹痛', '痢疾', '泄泻', '痛经', '闭经', '跌打骨折', '脚气', '水肿', '阴囊湿痒', '疮疡肿毒']"
云实,10,百鸟不停、老虎刺尖、到钩刺、黄牛刺、马豆、牛王刺、药王子、员实、天豆、朝天子、云实子、云实籽、铁场豆,辛、苦、温,肺、大肠,清热、除湿、杀虫,"['痢疾', '疟疾', '消渴', '小儿疳积']"
遍地金,10,小疳药、雀舌草、痧子草、青鱼胆、肝炎草、蚂蚁草、锅巴草、小化血、小化药、小黄花香、田基黄、地耳草、对叶草、千锤散、大田基黄、蚁药、苍蝇草、毒蛇草,苦、平,大肠,清热、解毒、止泻,"['小儿白口疮', '小儿肺炎', '口腔炎', '乳痛', '黄水疮', '毒蛇咬伤', '腹泻', '久痢']"
刺猬皮,10,猬皮、刺鼠皮、刺球子皮、仙人衣,苦、平,胃、大肠、肾,降气、定痛、凉血、止血,"['反胃吐食', '腹痛疝气', '肠风痔漏', '遗精']"
枣树皮,10,0,苦、涩、温,肺、大肠,涩肠、止泻、镇咳、止血,"['泄泻', '痢疾', '咳嗽', '崩漏', '外伤出血', '烧烫伤']"
单根木,10,独根木、山辣椒树、艾角青、震天雷、鸡爪花,苦、辛、凉,肝、胃、大肠,清热、解毒、降压、消肿、止痛,"['高血压病', '咽喉肿痛', '风湿痹痛', '跌打损伤', '痈肿疮疖', '毒蛇咬伤']"
大叶拿身草,10,路蚂蝗、粘衣草、山蚂蝗、野毛豆、羊带归、白花饿蚂蝗、饿蚂蝗、水倒提,甘、平,胃、大肠,活血、平肝、清热、利湿、解毒,"['跌打损伤', '高血压', '肚炎', '肾炎水肿', '膀胱结石', '过敏性皮炎', '梅毒']"
臭梧桐花,10,龙船花、后庭花,苦、微辛、平,肺、肝、大肠,祛风、降压、止痢,"['风气头痛', '高血压病', '痢疾', '疝气']"
遍山红,10,暴牙郎、秤杆菜、满山红、三叶藤、大坛子根、大叶朝天罐、酒瓶果、小煨罐、野楷杷、映山红、秤杆树,苦、微甘、凉,大肠、肝,清热、利湿、凉血、止血、消肿、解毒,"['湿热泻痢', '吐血', '尿血', '月经过多', '产后红崩', '带下', '疮肿', '跌打肿痛', '外伤出血']"
辫子草根,10,爬地香；小叶三点金根,甘、苦、凉,肝、膀胱、大肠,清热、利湿、止血、通络,"['黄疸', '痢疾', '小便淋痛', '风湿痛', '咯血', '崩漏', '白带', '痔疮', '跌打损伤']"
猪牙皂,10,牙皂、小牙皂、眉皂、皂荚、鸡栖子、皂角、猪牙皂角、乌犀、小皂、小皂荚,辛、咸、温,肺、大肠,通窍、涤痰、搜风、杀虫,"['中风口噤', '头风', '风痼', '喉痹', '痰喘', '痞满积滞', '关格不通', '痈肿', '疥癞', '癣疾', '头疮']"
皂荚,10,鸡栖子、皂角、大皂荚、长皂荚、悬刀、长皂角、大皂角、乌犀,辛、温,肺、大肠,祛风、祛痰、除湿毒、杀虫,"['中风口眼歪斜', '头风头痛', '咳嗽痰喘', '肠风便血', '下痢噤口', '痈肿便毒', '疮癣疥癞']"
云南小膜盖蕨,10,小冷蕨叶,淡、平,肾、大肠,清热、解毒、敛疮、止痛,"['痢疾', '急性胃肠炎', '烧烫伤', '跌打损伤']"
